MAGs	total_length	phylum	class
TARA_ANW_MAG_00051-MAP.txt	707381	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00016-MAP.txt	6084730	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00004-MAP.txt	2981990	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00046-MAP.txt	1436968	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00003-MAP.txt	4064019	Proteobacteria	Alphaproteobacteria
TARA_ASW_MAG_00008-MAP.txt	3571655	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00107-MAP.txt	623266	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00010-MAP.txt	4593238	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00053-MAP.txt	635503	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00124-MAP.txt	2025031	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00020-MAP.txt	6607997	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00042-MAP.txt	1495481	Proteobacteria	Alphaproteobacteria
TARA_ASE_MAG_00027-MAP.txt	2072055	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00122-MAP.txt	2449984	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00070-MAP.txt	2207053	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00032-MAP.txt	4510814	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00059-MAP.txt	993069	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00026-MAP.txt	3586771	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00106-MAP.txt	2248577	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00045-MAP.txt	2493810	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00101-MAP.txt	2557726	Proteobacteria	Alphaproteobacteria
TARA_SOC_MAG_00001-MAP.txt	2320476	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00015-MAP.txt	1291189	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00006-MAP.txt	3754020	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00024-MAP.txt	4253894	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00074-MAP.txt	442426	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00031-MAP.txt	2155750	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00010-MAP.txt	2084563	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00020-MAP.txt	1576433	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00031-MAP.txt	1776304	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00039-MAP.txt	2282633	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00029-MAP.txt	3033342	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00017-MAP.txt	2869724	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00025-MAP.txt	6266622	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00105-MAP.txt	2068332	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00020-MAP.txt	1450534	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00083-MAP.txt	1572137	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00077-MAP.txt	2765508	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00058-MAP.txt	1512383	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00036-MAP.txt	1165348	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00085-MAP.txt	2598995	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00106-MAP.txt	3409887	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00102-MAP.txt	2168506	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00003-MAP.txt	2383660	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00006-MAP.txt	2951863	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00046-MAP.txt	4422249	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00005-MAP.txt	2736532	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00048-MAP.txt	1573997	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00020-MAP.txt	1274336	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00064-MAP.txt	1112207	Proteobacteria	Alphaproteobacteria
TARA_ASW_MAG_00016-MAP.txt	2623217	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00094-MAP.txt	2084911	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00060-MAP.txt	1634903	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00085-MAP.txt	1173499	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00028-MAP.txt	1537072	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00066-MAP.txt	1221441	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00012-MAP.txt	1152042	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00059-MAP.txt	1293109	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00026-MAP.txt	1602682	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00017-MAP.txt	2258247	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00029-MAP.txt	2680014	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00072-MAP.txt	1996491	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00053-MAP.txt	704182	Proteobacteria	Alphaproteobacteria
TARA_ASW_MAG_00022-MAP.txt	2027223	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00001-MAP.txt	1826698	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00007-MAP.txt	2516156	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00004-MAP.txt	2103638	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00020-MAP.txt	3989233	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00022-MAP.txt	1307001	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00026-MAP.txt	1674225	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00018-MAP.txt	2300803	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00002-MAP.txt	1969578	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00129-MAP.txt	2402393	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00011-MAP.txt	4118582	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00057-MAP.txt	1812124	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00128-MAP.txt	3169933	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00044-MAP.txt	1112456	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00019-MAP.txt	2468928	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00038-MAP.txt	1215632	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00053-MAP.txt	2639996	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00136-MAP.txt	2052314	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00090-MAP.txt	1222474	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00109-MAP.txt	2708472	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00004-MAP.txt	2825991	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00111-MAP.txt	2205644	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00110-MAP.txt	2154784	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00035-MAP.txt	1182977	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00025-MAP.txt	2973798	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00052-MAP.txt	1763461	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00062-MAP.txt	1590745	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00069-MAP.txt	1781453	Proteobacteria	Alphaproteobacteria
TARA_IOS_MAG_00010-MAP.txt	1800217	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00001-MAP.txt	1412765	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00032-MAP.txt	2005933	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00100-MAP.txt	2687641	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00016-MAP.txt	1639879	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00057-MAP.txt	1553598	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00056-MAP.txt	1247442	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00040-MAP.txt	3168685	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00111-MAP.txt	2970621	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00002-MAP.txt	3232488	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00086-MAP.txt	1273133	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00055-MAP.txt	1963282	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00103-MAP.txt	3242486	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00039-MAP.txt	1367825	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00057-MAP.txt	1981511	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00050-MAP.txt	1205652	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00034-MAP.txt	1959070	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00011-MAP.txt	2170755	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00016-MAP.txt	1991194	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00097-MAP.txt	982411	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00093-MAP.txt	1620450	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00038-MAP.txt	2044754	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00016-MAP.txt	2566670	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00054-MAP.txt	1233820	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00059-MAP.txt	3331133	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00101-MAP.txt	2501429	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00066-MAP.txt	1134492	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00013-MAP.txt	1262638	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00094-MAP.txt	2522684	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00034-MAP.txt	2440868	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00037-MAP.txt	2018209	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00043-MAP.txt	1095487	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00134-MAP.txt	2227252	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00050-MAP.txt	1396903	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00070-MAP.txt	2068611	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00080-MAP.txt	1156989	Proteobacteria	Alphaproteobacteria
TARA_SOC_MAG_00008-MAP.txt	1150357	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00011-MAP.txt	2368516	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00124-MAP.txt	2516850	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00111-MAP.txt	848198	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00008-MAP.txt	1713062	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00017-MAP.txt	1223865	Proteobacteria	Alphaproteobacteria
TARA_ION_MAG_00001-MAP.txt	2070973	Proteobacteria	Alphaproteobacteria
TARA_PSW_MAG_00024-MAP.txt	1569057	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00066-MAP.txt	1166754	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00113-MAP.txt	753160	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00076-MAP.txt	1475546	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00074-MAP.txt	2446339	Proteobacteria	Alphaproteobacteria
TARA_ANE_MAG_00073-MAP.txt	1471377	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00119-MAP.txt	2062126	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00091-MAP.txt	2284967	Proteobacteria	Alphaproteobacteria
TARA_ANW_MAG_00041-MAP.txt	1676457	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00125-MAP.txt	1209509	Proteobacteria	Alphaproteobacteria
TARA_PON_MAG_00086-MAP.txt	2081417	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00102-MAP.txt	1450688	Proteobacteria	Alphaproteobacteria
TARA_MED_MAG_00116-MAP.txt	798962	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00045-MAP.txt	1519890	Proteobacteria	Alphaproteobacteria
TARA_PSE_MAG_00063-MAP.txt	1020891	Proteobacteria	Alphaproteobacteria
TARA_RED_MAG_00117-MAP.txt	3555685	Firmicutes	Bacilli
TARA_ION_MAG_00004-MAP.txt	3376283	Proteobacteria	Betaproteobacteria
TARA_ASE_MAG_00008-MAP.txt	1160037	Proteobacteria	Betaproteobacteria
TARA_ANW_MAG_00042-MAP.txt	1263428	Proteobacteria	Betaproteobacteria
TARA_MED_MAG_00015-MAP.txt	1779538	Proteobacteria	Betaproteobacteria
TARA_PSW_MAG_00042-MAP.txt	1605991	Proteobacteria	Betaproteobacteria
TARA_MED_MAG_00087-MAP.txt	1220351	Proteobacteria	Betaproteobacteria
TARA_IOS_MAG_00040-MAP.txt	1148126	Proteobacteria	Betaproteobacteria
TARA_MED_MAG_00049-MAP.txt	1389229	Proteobacteria	Betaproteobacteria
TARA_MED_MAG_00067-MAP.txt	1295446	Proteobacteria	Betaproteobacteria
TARA_MED_MAG_00089-MAP.txt	1333209	Proteobacteria	Betaproteobacteria
TARA_ASW_MAG_00003-MAP.txt	A.	43	0
TARA_MED_MAG_00108-MAP.txt	1248452	Cyanobacteria	Chroococcales
TARA_ANW_MAG_00068-MAP.txt	2733339	Cyanobacteria	Chroococcales
TARA_PON_MAG_00030-MAP.txt	1274257	Cyanobacteria	Chroococcales
TARA_PSE_MAG_00065-MAP.txt	4506238	Firmicutes	Clostridia
TARA_ANW_MAG_00084-MAP.txt	2677074	Cryptophyta	Cryptophyceae
TARA_PSE_MAG_00014-MAP.txt	6116266	Bacteroidetes	Cytophagia
TARA_ANE_MAG_00070-MAP.txt	980282	Bacteroidetes	Cytophagia
TARA_PSE_MAG_00018-MAP.txt	4269232	Bacteroidetes	Cytophagia
TARA_MED_MAG_00010-MAP.txt	2737786	Bacteroidetes	Cytophagia
TARA_ION_MAG_00051-MAP.txt	2587706	Bacteroidetes	Cytophagia
TARA_ION_MAG_00037-MAP.txt	3189943	Bacteroidetes	Cytophagia
TARA_PSW_MAG_00081-MAP.txt	934890	Chloroflexi	Dehalococcoidetes
TARA_ANE_MAG_00028-MAP.txt	1236140	Chloroflexi	Dehalococcoidetes
TARA_ANE_MAG_00039-MAP.txt	1212848	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00053-MAP.txt	1204038	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00038-MAP.txt	1318137	Chloroflexi	Dehalococcoidetes
TARA_ANW_MAG_00025-MAP.txt	1013203	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00010-MAP.txt	1469377	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00033-MAP.txt	1522479	Chloroflexi	Dehalococcoidetes
TARA_ANE_MAG_00015-MAP.txt	1459822	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00039-MAP.txt	1880932	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00064-MAP.txt	1443958	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00052-MAP.txt	1198370	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00044-MAP.txt	1286805	Chloroflexi	Dehalococcoidetes
TARA_PSE_MAG_00081-MAP.txt	726237	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00061-MAP.txt	1643467	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00028-MAP.txt	1208415	Chloroflexi	Dehalococcoidetes
TARA_PSW_MAG_00044-MAP.txt	1151636	Chloroflexi	Dehalococcoidetes
TARA_MED_MAG_00118-MAP.txt	365980	Chloroflexi	Dehalococcoidetes
TARA_ANE_MAG_00033-MAP.txt	1063449	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00075-MAP.txt	831198	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00076-MAP.txt	1865826	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00023-MAP.txt	1532452	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00014-MAP.txt	1613292	Chloroflexi	Dehalococcoidetes
TARA_ASW_MAG_00020-MAP.txt	734295	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00070-MAP.txt	1580741	Chloroflexi	Dehalococcoidetes
TARA_ANE_MAG_00056-MAP.txt	1524396	Chloroflexi	Dehalococcoidetes
TARA_ANW_MAG_00055-MAP.txt	1123121	Chloroflexi	Dehalococcoidetes
TARA_PON_MAG_00043-MAP.txt	1912945	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00031-MAP.txt	1182310	Chloroflexi	Dehalococcoidetes
TARA_RED_MAG_00077-MAP.txt	911956	Chloroflexi	Dehalococcoidetes
TARA_PSW_MAG_00013-MAP.txt	0	Bacteria	Proteobacteria
TARA_PSW_MAG_00026-MAP.txt	0	Bacteria	Proteobacteria
TARA_PON_MAG_00013-MAP.txt	10152466	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00039-MAP.txt	8212457	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00006-MAP.txt	8701567	Proteobacteria	Deltaproteobacteria
TARA_ANW_MAG_00065-MAP.txt	5058444	Proteobacteria	Deltaproteobacteria
TARA_PSW_MAG_00030-MAP.txt	4528474	Proteobacteria	Deltaproteobacteria
TARA_IOS_MAG_00057-MAP.txt	3008856	Proteobacteria	Deltaproteobacteria
TARA_IOS_MAG_00066-MAP.txt	3094410	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00070-MAP.txt	2003204	Proteobacteria	Deltaproteobacteria
TARA_PSW_MAG_00064-MAP.txt	3020418	Proteobacteria	Deltaproteobacteria
TARA_PSW_MAG_00071-MAP.txt	4675294	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00139-MAP.txt	2763675	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00121-MAP.txt	2355103	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00015-MAP.txt	4804116	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00072-MAP.txt	2625566	Proteobacteria	Deltaproteobacteria
TARA_RED_MAG_00024-MAP.txt	4064886	Proteobacteria	Deltaproteobacteria
TARA_RED_MAG_00032-MAP.txt	4199784	Proteobacteria	Deltaproteobacteria
TARA_PSW_MAG_00126-MAP.txt	2600752	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00060-MAP.txt	4635266	Proteobacteria	Deltaproteobacteria
TARA_IOS_MAG_00069-MAP.txt	2768772	Proteobacteria	Deltaproteobacteria
TARA_PSW_MAG_00118-MAP.txt	2094419	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00102-MAP.txt	2707112	Proteobacteria	Deltaproteobacteria
TARA_IOS_MAG_00062-MAP.txt	2188516	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00063-MAP.txt	2595125	Proteobacteria	Deltaproteobacteria
TARA_PON_MAG_00088-MAP.txt	2391730	Proteobacteria	Deltaproteobacteria
TARA_PSE_MAG_00131-MAP.txt	2122955	Proteobacteria	Epsilonproteobacteria
TARA_ANW_MAG_00073-MAP.txt	2223039	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00026-MAP.txt	1357143	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00112-MAP.txt	977435	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00076-MAP.txt	5101853	Bacteroidetes	Flavobacteriia
TARA_ION_MAG_00039-MAP.txt	1530244	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00007-MAP.txt	3338622	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00082-MAP.txt	3186425	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00003-MAP.txt	2692266	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00005-MAP.txt	3339769	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00101-MAP.txt	1246628	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00062-MAP.txt	1283464	Bacteroidetes	Flavobacteriia
TARA_ION_MAG_00035-MAP.txt	1319630	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00093-MAP.txt	1206176	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00041-MAP.txt	1570910	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00040-MAP.txt	1640092	Bacteroidetes	Flavobacteriia
